word,freq,doc_freq,tfidf_top_k_mean,token_count,IWF
kurtuluş,14,11,0.04780403516199579,4,0.14341210548598737
nakajima,9,4,0.04766500424037258,4,0.14299501272111775
speedskatingresults,3,3,0.023831035755545068,7,0.1429862145332704
driscoll,33,20,0.0476435377691161,4,0.1429306133073483
diacritics,79,26,0.04763351136443391,4,0.14290053409330172
blencowe,11,3,0.04759994647094338,4,0.14279983941283014
rhetorician,16,12,0.04758916992593341,4,0.14276750977780023
balsfjorden,3,3,0.03566658740477577,5,0.14266634961910307
josefina,5,5,0.04748315371293624,4,0.14244946113880871
godzilla,21,11,0.04741788431025891,4,0.14225365293077674
bobsledders,7,3,0.04739737543664522,4,0.14219212630993566
københavn,10,3,0.0284330238193768,6,0.142165119096884
amstelveen,10,4,0.04734425431287992,4,0.14203276293863976
birkenhead,15,8,0.047301062132794724,4,0.14190318639838417
susanne,25,18,0.047298734003030696,4,0.1418962020090921
mahamat,13,6,0.04728319962375663,4,0.14184959887126988
yeşildere,6,6,0.04724473191470095,4,0.14173419574410284
peloponnese,37,25,0.03543024735215468,5,0.1417209894086187
beuronese,6,3,0.04720472963097949,4,0.14161418889293848
haggis,16,3,0.047200288937941676,4,0.14160086681382503
alphabets,118,36,0.04719760861002782,4,0.14159282583008348
tuckahoe,11,3,0.04718196829176547,4,0.14154590487529642
discoveries,200,152,0.04715141154897059,4,0.14145423464691176
prognosis,58,30,0.04712954766309531,4,0.14138864298928594
multiply,58,31,0.04712768344211485,4,0.14138305032634454
mcdermid,4,3,0.04706077400750327,4,0.1411823220225098
hsieh,29,7,0.047053133053807254,4,0.14115939916142176
fitzwilliam,25,5,0.04703920097076673,4,0.1411176029123002
bhattacharya,17,5,0.03527066839468053,5,0.14108267357872212
ʿalī,6,3,0.046957004093252354,4,0.14087101227975707
campanile,15,6,0.04686795760286158,4,0.14060387280858475
sudamericana,35,12,0.0468660099186183,4,0.1405980297558549
franciscans,22,17,0.03514674717743523,5,0.14058698870974093
vicariate,12,7,0.04686231440264562,4,0.14058694320793685
padstow,11,5,0.046845637988552444,4,0.14053691396565732
karagöz,5,4,0.046831620886581035,4,0.1404948626597431
capitale,10,6,0.046788159451889286,4,0.14036447835566784
giugiaro,9,5,0.04678813928695112,4,0.14036441786085335
târgu,7,5,0.04678052698634455,4,0.14034158095903365
sandwiches,24,12,0.0350785859844436,5,0.1403143439377744
kostelić,4,3,0.0467093552996394,4,0.14012806589891819
walleye,14,11,0.04670789422443404,4,0.1401236826733021
coupon,19,8,0.046688188717655836,4,0.1400645661529675
byproduct,38,31,0.046687813851969164,4,0.1400634415559075
expatriates,106,86,0.04665270217726891,4,0.13995810653180674
customized,45,37,0.04664983572230907,4,0.1399495071669272
murdered,374,245,0.04664280307188982,4,0.13992840921566946
johannesburg,56,28,0.034969431833651546,5,0.13987772733460618
walchhofer,4,3,0.0349534777130035,5,0.139813910852014
descendants,460,238,0.046557986595339065,4,0.1396739597860172
stephenson,43,31,0.046549618505775534,4,0.1396488555173266
afanasieff,17,7,0.04652022500841089,4,0.13956067502523267
microtubules,44,7,0.04648584075239691,4,0.1394575222571907
králové,6,5,0.03483883855137393,5,0.13935535420549572
toyohiro,5,3,0.046434173540906204,4,0.1393025206227186
république,15,14,0.04641812352383366,4,0.13925437057150097
pölten,7,5,0.046388008389625826,4,0.1391640251688775
saprissa,20,7,0.0463109804936735,4,0.1389329414810205
karamağara,4,3,0.046279472791412014,4,0.13883841837423605
newspaperman,5,4,0.04620139627746807,4,0.13860418883240422
concertos,42,16,0.04619557106977602,4,0.13858671320932808
wolverhampton,143,40,0.04618632958284193,4,0.1385589887485258
mucronata,5,3,0.04610824686575363,4,0.13832474059726088
guruvayur,7,4,0.03456839521660865,5,0.1382735808664346
deutschmark,5,3,0.046070570339726315,4,0.13821171101917895
chicoutimi,5,3,0.046069445589495384,4,0.13820833676848615
schwarzenegger,305,10,0.046021479174700154,4,0.13806443752410047
amaryllis,28,5,0.04600941912225236,4,0.13802825736675706
